Steer, Accelerate
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-0.5334005,1
-0.06323196,1
0,1
0,1
0,1
0,1
0,1
-0.2535501,1
-0.6672984,1
-0.9983811,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-0.5566705,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
-0.272128,1
-0.5968399,1
-0.6363989,1
-0.7106341,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-0.3653987,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
-0.02424516,1
-0.3549463,1
-0.4109851,1
-0.4555414,1
-0.4846862,1
-0.4568003,1
-0.3692135,1
-0.04701927,1
-0.02798364,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
-0.3847014,1
-0.6861052,1
-0.7276098,1
-0.7971146,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-0.7107867,1
-0.3912246,1
-0.3269078,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
-0.202089,1
-0.2921173,1
-0.5935974,1
-0.6332327,1
-0.702318,1
-0.7199422,1
-0.7303182,1
-0.6309057,1
-0.3193546,1
-0.03385834,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
-0.2514138,1
-0.3785978,1
-0.4499719,1
-0.5103976,1
-0.564529,1
-0.661729,1
-0.6942688,1
-0.7152499,1
-0.7289068,1
-0.7376426,1
-0.7400841,1
-0.3334311,1
-0.008261353,1
-0.004484728,1
-0.004484728,1
-0.4485604,1
-0.4485604,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-0.2746457,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
-0.006697252,1
-0.07330291,1
-0.1481102,1
-0.1667644,1
-0.1774839,1
-0.145707,1
-0.0895156,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
-0.07078514,1
-0.3847014,1
-0.3847014,1
-0.3847014,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-0.9662227,1
-0.658639,1
-0.574867,1
-0.2376426,1
-0.2376426,1
-0.1069109,1
-0.02867028,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
-0.01226686,1
-0.01226686,1
-0.3929794,1
-0.4664898,1
-0.5575479,1
-0.8880965,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-0.9939179,1
-0.9179279,1
-0.517226,1
-0.2458443,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0.01135126,1
0.04301369,1
0.06578788,1
0.09050742,1
0.09470373,1
0.1035921,1
0.1035921,1
0.1035921,1
0.0687252,1
0.03427804,1
0.03427804,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
-0.3198506,1
-0.3198506,1
-0.3790556,1
-0.443792,1
-0.4600428,1
-0.4153339,1
-0.04465409,1
-0.00559099,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
-0.4864028,1
-0.8587992,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-0.6167911,1
-0.5687633,1
-0.2572886,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
-0.0491555,1
-0.2995942,1
-0.3381613,1
-0.4084292,1
-0.5910415,1
-0.6292654,1
-0.6540231,1
-0.6693584,1
-0.5911559,1
-0.5911559,1
-0.1950318,1
-0.1715329,1
-0.1103061,1
-0.008757263,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
-0.1891571,1
-0.1891571,1
-0.6048128,1
-0.6758435,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-0.5507959,1
-0.2326453,1
-0.1800779,1
-0.1184696,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
-0.266711,1
-0.3125262,1
-0.4501244,1
-0.5106264,1
-0.5499184,1
-0.575401,1
-0.5970306,1
-0.5657497,1
-0.2232228,1
-0.2232228,1
-0.08997336,1
-0.02088815,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
-0.01409791,1
-0.07242553,1
-0.1151508,1
-0.1624537,1
-0.1742032,1
-0.1819853,1
-0.1846175,1
-0.1846175,1
-0.1076739,1
-0.05789131,1
-0.05789131,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
-0.01772195,1
-0.104355,1
-0.4288381,1
-0.4648112,1
-0.6310964,1
-0.9292958,1
-0.9630564,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-0.9770185,1
-0.6050417,1
-0.2890273,1
-0.00471361,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
-0.004408434,1
-0.2907059,1
-0.335224,1
-0.4141513,1
-0.4360098,1
-0.4501244,1
-0.4543588,1
-0.05052879,1
-0.006468371,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
-0.01001611,1
-0.08055091,1
-0.1693966,1
-0.4354376,1
-0.4878524,1
-0.6482247,1
-0.9657268,1
-0.9657268,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-0.3442268,1
-0.2775831,1
-0.1796202,1
-0.09062193,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
-0.001356602,1
-0.08753195,1
-0.1774839,1
-0.3226353,1
-0.3656658,1
-0.3937424,1
-0.4104128,1
-0.3977097,1
-0.3430824,1
-0.2786512,1
-0.2786512,1
-0.08695975,1
-0.001204014,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
-0.04926994,1
-0.1003877,1
-0.1394508,1
-0.2118548,1
-0.2399696,1
-0.2599589,1
-0.2714795,1
-0.2659099,1
-0.2366126,1
-0.2366126,1
-0.1407097,1
-0.09012595,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
-0.2190647,1
-0.5589975,1
-0.8705486,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-0.9680538,1
-0.5348502,1
-0.4564188,1
-0.3900421,1
-0.3477745,1
-0.3330114,1
-0.6132815,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-0.7566019,1
-0.6807646,1
-0.3804289,1
-0.3092836,1
-0.008261353,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
-0.2819701,1
-0.6167911,1
-0.6866392,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-0.8059267,1
-0.7358114,1
-0.4716396,1
-0.4107562,1
-0.2425255,1
-0.151925,1
-0.0733792,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
-0.173898,1
-0.5333242,1
-0.8869902,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-0.9424949,1
-0.3336599,1
-0.3336599,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0.004103184,1
0.04579857,1
0.08715048,1
0.1251073,1
0.1300283,1
0.1269384,1
0.1045458,1
0.06151527,1
0.004751682,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
-0.300319,1
-0.6156085,1
-0.6949936,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-0.7448524,1
-0.3210331,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
-0.02100259,1
-0.055755,1
-0.07807136,1
-0.09195708,1
-0.06479599,1
-0.01795083,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
-0.1938492,1
-0.5480111,1
-0.869366,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
-1,1
